ID,Name,Manufacturer,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,Maintenance,actual cost
2699,Etios VX,Toyota,2012,55000,Petrol,Manual,1,1496,88.7,5,17.6,299000.0,25000,700000
2700,Jazz 1.2,Honda,2015,23000,Petrol,Manual,1,1199,88.7,5,18.7,560000.0,32446,900000
2701,CrossPolo 1.5,Volkswagen,2016,54727,Diesel,Manual,1,1498,88.73,5,20.14,663000.0,37500,800000
2702,Ameo 1.5,Volkswagen,2018,31426,Diesel,Manual,1,1498,108.62,5,21.66,790000.0,35000,700000
2703,City V,Honda,2015,53442,Petrol,Manual,1,1497,116.3,5,16.8,700000.0,36600,1425000
2704,Brio VX,Honda,2014,28000,Petrol,Automatic,1,1198,86.8,5,16.5,495000.0,25000,500000
2705,Rapid 1.6,Skoda,2017,13412,Petrol,Automatic,1,1598,103.52,5,14.3,919000.0,35130,1200000
2706,Verna CRDi,Hyundai,2011,70000,Diesel,Manual,1,1493,110.0,5,16.8,509999.99999999994,37450,1425000
2707,i20 Active,Hyundai,2015,81310,Diesel,Manual,1,1396,88.76,5,21.19,590000.0,27500,725000
2708,Baleno Alpha,Maruti,2019,13574,Petrol,Automatic,1,1197,83.1,5,21.4,951000.0,32000,825000
2709,CR-V 2.4L,Honda,2008,75000,Petrol,Manual,2,2354,158.8,5,11.1,390000.0,140000,3000000
2710,Swift Dzire,Maruti,2014,58310,Petrol,Manual,2,1197,85.8,5,19.1,539000.0,39160,850000
2711,Swift Dzire,Maruti,2009,90000,Diesel,Manual,2,1248,73.9,5,19.3,300000.0,39160,850000
2712,Swift Dzire,Maruti,2012,83000,Diesel,Manual,1,1248,74.0,5,23.4,430000.0,39160,850000
2713,Swift Dzire,Maruti,2017,37282,Petrol,Manual,1,1197,83.14,5,20.85,675000.0,39160,850000
2714,Grand i10,Hyundai,2017,23000,Petrol,Manual,1,1197,82.0,5,18.9,450000.0,22600,725000
2715,Fiesta 1.4,Ford,2010,82000,Diesel,Manual,1,1399,68.0,5,17.8,275000.0,35000,900000
2716,Verna 1.6,Hyundai,2016,31000,Diesel,Manual,1,1582,126.2,5,23.9,900000.0,37450,1425000
2717,Figo Diesel,Ford,2014,45001,Diesel,Manual,2,1399,68.05,5,20.0,254999.99999999997,34697,700000
2718,Manza Aqua,Tata,2014,50446,Diesel,Manual,1,1248,88.8,5,21.12,354000.0,30000,600000
2719,Civic 2006-2010,Honda,2009,89000,Petrol,Manual,1,1799,130.0,5,13.5,425000.0,36600,1425000
2720,Alto LX,Maruti,2007,72000,Petrol,Manual,2,796,46.3,5,19.7,120000.0,20000,400000
2721,5 Series,BMW,2013,90000,Diesel,Automatic,1,1995,190.0,5,22.48,1950000.0,500000,7200000
2722,XUV500 W8,Mahindra,2015,76000,Diesel,Manual,2,2179,140.0,7,16.0,1200000.0,37637,1600000
2723,Ritz VDi,Maruti,2012,78401,Diesel,Manual,1,1248,73.94,5,23.2,390000.0,25000,650000
2724,Vitara Brezza,Maruti,2017,38426,Diesel,Manual,1,1248,88.5,5,24.3,913000.0000000001,39170,1125000
2725,Eeco 7,Maruti,2011,45000,Petrol,Manual,1,1196,73.0,7,15.1,225000.0,25000,600000
2726,Swift Dzire,Maruti,2012,83000,Petrol,Manual,1,1197,85.8,5,17.5,325000.0,39160,850000
2727,Creta 1.6,Hyundai,2017,50170,Diesel,Automatic,1,1582,126.2,5,17.01,1479000.0,38536,1500000
2728,Wagon R,Maruti,2010,37822,Petrol,Manual,1,998,67.04,5,22.5,235000.0,27670,750000
2729,Celerio ZDi,Maruti,2015,33517,Diesel,Manual,1,793,47.0,5,27.62,310000.0,27930,620000
2730,Santa Fe,Hyundai,2014,110000,Diesel,Automatic,1,2199,194.3,7,13.01,1290000.0,100000,3200000
2731,EON D,Hyundai,2017,60000,Petrol,Manual,1,814,55.2,5,21.1,250000.0,25000,400000
2732,i20 Sportz,Hyundai,2013,92408,Petrol,Manual,1,1197,82.85,5,18.5,365000.0,27500,725000
2733,Verna 1.6,Hyundai,2014,45000,Petrol,Manual,1,1591,121.3,5,17.1,750000.0,33350,1425000
2734,Brio S,Honda,2013,33793,Petrol,Manual,1,1198,86.8,5,18.4,374000.0,25000,500000
2735,Swift VXI,Maruti,2017,26327,Petrol,Manual,1,1197,81.8,5,20.4,586000.0,39160,775000
2736,New C-Class,MercedesBenz,2018,20604,Diesel,Automatic,1,2143,167.62,5,19.27,3961999.9999999995,650000,7000000
2737,Swift VDI,Maruti,2018,61386,Diesel,Manual,1,1248,74.0,5,25.2,705000.0,39160,775000
2738,Swift AMT,Maruti,2018,11500,Diesel,Automatic,1,1248,74.0,5,28.4,750000.0,39160,775000
2739,Beat Diesel,Chevrolet,2012,58000,Diesel,Manual,1,936,57.6,5,25.44,210000.0,16500,500000
2740,Superb Elegance,Skoda,2014,38000,Petrol,Automatic,1,1798,157.75,5,13.7,1160000.0,250000,5400000
2741,New C-Class,MercedesBenz,2012,49000,Diesel,Automatic,2,2143,167.62,5,14.84,1925000.0,650000,7000000
2742,Innova Crysta,Toyota,2017,72202,Diesel,Manual,1,2393,147.8,8,13.68,1792000.0000000002,55000,1999000
2743,i10 Sportz,Hyundai,2016,7000,Petrol,Manual,1,1197,78.9,5,20.36,360000.0,22600,725000
2744,Amaze S,Honda,2014,20000,Diesel,Manual,2,1498,98.6,5,25.8,450000.0,42830,889000
2745,i20 Magna,Hyundai,2017,14061,Diesel,Manual,1,1396,88.76,5,21.9,740000.0,27500,725000
2746,GLE 350d,MercedesBenz,2018,30706,Diesel,Automatic,1,2987,254.79,5,11.57,5929000.0,500000,5500000
2747,Scorpio 2009-2014,Mahindra,2011,51387,Diesel,Manual,1,2179,120.0,7,12.05,550000.0,60000,1500000
2748,Getz GLE,Hyundai,2006,44000,Petrol,Manual,2,1341,83.0,5,15.3,175000.0,25000,460000
2749,Baleno Alpha,Maruti,2016,12208,Petrol,Manual,1,1197,83.1,5,21.4,675000.0,32000,825000
2750,Optra Magnum,Chevrolet,2011,55000,Diesel,Manual,1,1991,123.7,5,16.52,395000.0,27000,800000
2751,Verna 1.6,Hyundai,2011,61600,Petrol,Manual,1,1591,121.3,5,17.1,420000.0,33350,1425000
2752,City 1.5,Honda,2016,28414,Petrol,Manual,1,1497,118.0,5,17.0,840000.0,36600,1425000
2753,Polo GT,Volkswagen,2017,27853,Petrol,Automatic,1,1197,103.5,5,17.21,825000.0,31360,800000
2754,Brio E,Honda,2013,55116,Petrol,Manual,1,1198,86.8,5,19.4,331000.0,25000,500000
2755,Swift Dzire,Maruti,2017,26000,Diesel,Manual,1,1248,74.0,5,26.59,750000.0,39160,850000
2756,City 1.5,Honda,2012,45496,Petrol,Manual,1,1497,118.0,5,17.0,475000.0,36600,1425000
2757,Ssangyong Rexton,Mahindra,2013,76000,Diesel,Automatic,2,2696,184.0,7,11.18,878999.9999999999,75000,2100000
2758,Superb Elegance,Skoda,2014,136000,Petrol,Manual,1,1798,157.75,5,13.1,950000.0,250000,5400000
2759,Alto LXi,Maruti,2010,38127,Petrol,Manual,1,796,46.3,5,19.7,155000.0,20000,400000
2760,i20 Asta,Hyundai,2014,82450,Diesel,Manual,1,1396,90.0,5,23.0,585000.0,27500,725000
2761,Ecosport 1.5,Ford,2014,62497,Petrol,Manual,1,1499,110.0,5,15.8,752000.0,35924,1100000
2762,Micra Diesel,Nissan,2011,86732,Diesel,Manual,1,1461,63.1,5,23.08,360000.0,25000,700000
2763,Brio E,Honda,2016,27969,Petrol,Manual,1,1198,86.8,5,19.4,473000.00000000006,25000,500000
2764,Ssangyong Rexton,Mahindra,2013,66372,Diesel,Automatic,1,2696,184.0,7,11.18,1050000.0,75000,2100000
2765,7 Series,BMW,2013,73525,Diesel,Automatic,1,2993,258.0,5,16.46,3454000.0,800000,18000000
2766,Grand i10,Hyundai,2018,20689,Petrol,Manual,1,1197,81.86,5,18.9,607000.0,22600,725000
2767,Baleno Delta,Maruti,2018,25093,Petrol,Manual,1,1197,83.1,5,21.4,776000.0,32000,825000
2768,Xylo E8,Mahindra,2016,49176,Diesel,Manual,1,2498,112.0,8,11.68,746000.0,40000,1000000
2769,Fluence Diesel,Renault,2012,87510,Diesel,Manual,1,1461,78.0,5,21.8,349000.0,80000,1500000
2770,i20 1.2,Hyundai,2012,38214,Petrol,Manual,2,1197,80.0,5,18.5,405000.0,27500,725000
2771,Pajero 2.8,Mitsubishi,2013,48986,Diesel,Manual,1,2835,107.2,6,10.5,1188000.0,200000,3000000
2772,Corolla Altis,Toyota,2011,88000,Petrol,Automatic,1,1794,138.1,5,14.53,645000.0,50000,1600000
2773,X5 X5,BMW,2015,69002,Diesel,Automatic,1,2993,258.0,5,15.97,5000000.0,575000,9900000
2774,3 Series,BMW,2011,43706,Petrol,Automatic,1,2497,215.0,5,10.9,900000.0,450000,5500000
2775,Creta 1.6,Hyundai,2016,58671,Diesel,Automatic,1,1582,126.2,5,17.01,1425000.0,38536,1500000
2776,TUV 300,Mahindra,2017,49404,Diesel,Manual,1,1493,100.0,7,18.49,736000.0,40000,900000
2777,Scorpio VLX,Mahindra,2010,72000,Diesel,Manual,1,2179,120.0,8,12.05,440000.00000000006,60000,1500000
2778,KWID RXT,Renault,2016,24000,Petrol,Manual,1,799,53.3,5,25.17,310000.0,19760,550000
2779,KWID 1.0,Renault,2017,53285,Petrol,Automatic,1,999,67.0,5,22.5,428000.0,19760,550000
2780,Swift VXi,Maruti,2017,12000,Petrol,Manual,1,1197,85.0,5,16.1,550000.0,39160,775000
2781,Laura 1.9,Skoda,2012,45000,Diesel,Automatic,1,1896,105.0,5,17.0,699000.0,75000,1700000
2782,Alto 800,Maruti,2018,26234,Petrol,Manual,1,796,47.3,5,24.7,429000.0,20000,400000
2783,Swift VXI,Maruti,2014,55000,Petrol,Manual,1,1197,85.8,5,18.6,420000.0,39160,775000
2784,i20 1.4,Hyundai,2012,90000,Diesel,Manual,1,1396,90.0,5,23.0,411000.00000000006,27500,725000
2785,Q3 2012-2015,Audi,2015,48000,Diesel,Automatic,1,1968,174.33,5,15.73,1875000.0,225000,3500000
2786,GLE 350d,MercedesBenz,2017,19863,Diesel,Automatic,1,2987,254.79,5,11.57,6495000.0,500000,5500000
2787,i10 Era,Hyundai,2010,55000,Petrol,Manual,2,1086,68.05,5,19.81,159000.0,22600,725000
2788,Wagon R,Maruti,2016,4800,Petrol,Manual,1,998,67.04,5,20.51,360000.0,27670,750000
2789,City i,Honda,2017,38607,Petrol,Manual,2,1497,117.3,5,17.8,787000.0,36600,1425000
2790,Grand i10,Hyundai,2018,3958,Petrol,Manual,1,1197,81.86,5,18.9,555000.0,22600,725000
2791,City i,Honda,2014,74000,Diesel,Manual,2,1498,98.6,5,25.1,640000.0,36600,1425000
2792,Swift Dzire,Maruti,2009,54540,Petrol,Manual,3,1298,85.8,5,17.5,265000.0,39160,850000
2793,Swift Dzire,Maruti,2015,58400,Petrol,Manual,1,1298,85.8,5,17.5,550000.0,39160,850000
2794,XUV500 W8,Mahindra,2013,73648,Diesel,Manual,1,2179,140.0,7,15.1,731000.0,37637,1600000
2795,Ciaz ZDi,Maruti,2016,83000,Diesel,Manual,1,1248,88.5,5,28.09,710000.0,32235,1030000
2796,Verna 1.6,Hyundai,2016,16159,Diesel,Manual,1,1582,126.32,5,22.32,783000.0,37450,1425000
2797,Accent CRDi,Hyundai,2005,150000,Diesel,Manual,1,1493,82.0,5,13.1,85000.0,35000,600000
2798,Brio S,Honda,2014,22100,Petrol,Manual,1,1198,86.8,5,19.4,355000.0,25000,500000
2799,i20 Active,Hyundai,2017,35043,Petrol,Manual,1,1197,81.86,5,17.19,819000.0,27500,725000
2800,3 Series,BMW,2018,24000,Diesel,Automatic,1,1995,184.0,5,18.88,2800000.0,450000,5500000
2801,Jetta 2013-2015,Volkswagen,2015,480000,Diesel,Automatic,1,1968,138.03,5,16.96,1300000.0,65000,1800000
2802,Polo Petrol,Volkswagen,2011,70000,Petrol,Manual,2,1598,103.5,5,15.26,329000.0,31360,800000
2803,Swift VXi,Maruti,2015,13769,Petrol,Manual,2,1197,85.0,5,16.1,441000.0,39160,775000
2804,Duster 110PS,Renault,2013,58000,Diesel,Manual,1,1461,108.45,5,19.01,499000.0,35700,1250000
2805,X3 xDrive,BMW,2009,58000,Diesel,Automatic,1,1995,190.0,5,18.56,1798000.0,375000,6900000
2806,Avventura MULTIJET,Fiat,2018,18705,Diesel,Manual,1,1248,91.72,5,20.5,771000.0,35000,800000
2807,Wagon R,Maruti,2013,32378,Petrol,Manual,1,998,67.04,5,20.51,280000.0,27670,750000
2808,Sail Hatchback,Chevrolet,2013,45000,Diesel,Manual,1,1248,76.9,5,22.1,300000.0,22000,650000
2809,XUV500 W8,Mahindra,2015,36836,Diesel,Manual,1,2179,140.0,7,15.1,1249000.0,37637,1600000
2810,Zest Quadrajet,Tata,2016,54199,Diesel,Manual,1,1248,88.8,5,23.0,500000.0,30000,800000
2811,X3 xDrive20d,BMW,2017,36935,Diesel,Automatic,1,1995,190.0,5,18.56,3264000.0,375000,6900000
2812,Swift VDI,Maruti,2015,23000,Diesel,Manual,1,1248,74.0,5,25.2,650000.0,39160,775000
2813,5 Series,BMW,2015,14000,Diesel,Automatic,1,1995,190.0,5,18.12,3500000.0,500000,7200000
2814,Indigo CS,Tata,2015,100073,Diesel,Manual,2,1396,69.01,5,25.0,200000.0,30000,600000
2815,XUV500 W8,Mahindra,2015,59182,Diesel,Manual,1,2179,140.0,7,15.1,946000.0000000001,37637,1600000
2816,Q7 35,Audi,2016,72132,Diesel,Automatic,2,2967,241.4,7,12.07,3900000.0,345000,8000000
2817,5 Series,BMW,2009,79000,Diesel,Automatic,1,1995,177.0,5,18.48,1500000.0,500000,7200000
2818,Verna 1.6,Hyundai,2013,66930,Petrol,Manual,1,1591,121.3,5,17.1,615000.0,33350,1425000
2819,Santa Fe,Hyundai,2015,100000,Diesel,Automatic,2,2199,194.3,7,13.01,1450000.0,100000,3200000
2820,Wagon R,Maruti,2018,27413,Petrol,Automatic,1,998,67.0,5,20.51,518000.0,27670,750000
2821,Wagon R,Maruti,2007,90000,Petrol,Manual,2,1061,64.0,5,17.3,124000.0,27670,750000
2822,i20 Sportz,Hyundai,2013,40300,Petrol,Manual,1,1197,82.85,5,18.5,280000.0,27500,725000
2823,Superb Elegance,Skoda,2011,73783,Petrol,Automatic,2,1798,157.75,5,13.7,523000.00000000006,250000,5400000
2824,Getz GLS,Hyundai,2005,86000,Petrol,Manual,2,1341,83.0,5,15.3,45000.0,25000,460000
2825,Wagon R,Maruti,2014,65694,Petrol,Manual,1,998,67.1,5,18.9,325000.0,27670,750000
2826,Omni MPI,Maruti,2015,23000,Petrol,Manual,1,796,34.2,5,16.8,150000.0,25000,650000
2827,i10 Magna,Hyundai,2012,51000,Petrol,Manual,1,1197,78.9,5,20.36,285000.0,22600,725000
2828,KWID 1.0,Renault,2018,18335,Petrol,Manual,1,999,67.0,5,21.7,450000.0,19760,550000
2829,B Class,MercedesBenz,2014,36000,Diesel,Automatic,1,2147,107.3,5,15.0,1625000.0,200000,3200000
2830,Polo GT,Volkswagen,2017,25000,Petrol,Automatic,1,1197,103.5,5,17.21,775000.0,31360,800000
2831,Scorpio VLX,Mahindra,2007,81000,Diesel,Manual,3,2179,120.0,8,12.05,434999.99999999994,60000,1500000
2832,Fortuner 2.8,Toyota,2019,21719,Diesel,Automatic,1,2755,174.5,7,12.9,3313000.0000000005,180000,4500000
2833,Beat Diesel,Chevrolet,2013,75421,Diesel,Manual,1,936,56.3,5,25.44,363000.0,16500,500000
2834,Innova 2.5,Toyota,2010,80000,Diesel,Manual,1,2494,102.0,8,12.8,475000.0,85000,2000000
2835,Swift Dzire,Maruti,2018,10671,Petrol,Manual,1,1197,83.14,5,20.85,651000.0,39160,850000
2836,KWID Climber,Renault,2018,4126,Petrol,Manual,1,999,67.0,5,21.7,480000.0,19760,550000
2837,Bolt Quadrajet,Tata,2017,98500,Diesel,Manual,1,1248,74.0,5,22.95,600000.0,25000,700000
2838,Grand i10,Hyundai,2016,61578,Petrol,Manual,1,1197,82.0,5,18.9,640000.0,22600,725000
2839,Vento 1.5,Volkswagen,2014,54000,Diesel,Manual,1,1498,103.2,5,20.34,490000.00000000006,35484,1300000
2840,A6 2011-2015,Audi,2013,70998,Diesel,Automatic,1,1968,174.33,5,17.68,2057000.0,350000,6500000
2841,Swift Dzire,Maruti,2015,40082,Diesel,Manual,1,1248,73.9,5,19.3,476000.0,39160,850000
2842,Spark 1.0,Chevrolet,2012,50619,Petrol,Manual,1,995,62.0,5,18.0,200000.0,17000,450000
2843,3 Series,BMW,2009,103905,Diesel,Automatic,1,1995,190.0,5,22.69,992000.0,450000,5500000
2844,EON Era,Hyundai,2018,15334,Petrol,Manual,1,814,55.2,5,21.1,369000.0,25000,400000
2845,Swift Dzire,Maruti,2013,69000,Diesel,Manual,1,1248,74.0,5,23.4,575000.0,39160,850000
2846,CrossPolo 1.5,Volkswagen,2014,75160,Diesel,Manual,1,1498,88.5,5,20.14,570000.0,37500,800000
2847,Amaze E,Honda,2014,44753,Petrol,Manual,1,1198,86.7,5,18.0,494000.00000000006,30310,889000
2848,Vento Petrol,Volkswagen,2012,53024,Petrol,Automatic,1,1598,103.6,5,14.4,429000.0,35484,1300000
2849,Wagon R,Maruti,2014,23840,Petrol,Manual,1,998,67.04,5,20.51,300000.0,27670,750000
2850,Polo 1.5,Volkswagen,2014,81298,Diesel,Manual,1,1498,88.8,5,20.14,650000.0,31360,800000
2851,Polo Petrol,Volkswagen,2015,59000,Petrol,Manual,2,1198,73.9,5,16.47,490000.00000000006,31360,800000
2852,Amaze SX,Honda,2016,51806,Diesel,Manual,1,1498,98.6,5,25.8,540000.0,42830,889000
2853,A6 35,Audi,2014,56000,Diesel,Automatic,1,1968,187.74,5,18.53,2400000.0,375000,6500000
2854,Tigor 1.05,Tata,2019,29279,Diesel,Manual,1,1047,69.0,5,24.7,746000.0,18500,720000
2855,Vento 1.5,Volkswagen,2017,33550,Diesel,Automatic,1,1498,108.5,5,21.5,960000.0,35484,1300000
2856,A6 35,Audi,2014,62000,Diesel,Automatic,1,1968,187.74,5,18.53,2500000.0,375000,6500000
2857,Terrano XL,Nissan,2014,66000,Diesel,Manual,1,1461,108.5,5,19.01,680000.0,60000,1200000
2858,Rapid 1.5,Skoda,2016,46630,Diesel,Automatic,1,1498,103.52,5,21.66,859000.0,35130,1200000
2859,Figo Aspire,Ford,2016,72566,Diesel,Manual,1,1498,99.0,5,25.83,529000.0,34697,800000
2860,Venture EX,Tata,2011,51482,Diesel,Manual,1,1405,70.0,8,15.42,250000.0,20000,500000
2861,New C-Class,MercedesBenz,2011,90000,Diesel,Automatic,1,2143,167.62,5,14.84,1390000.0,650000,7000000
2862,Fortuner 4x2,Toyota,2014,69000,Diesel,Manual,2,2982,168.5,7,13.0,2000000.0,180000,4500000
2863,City 1.5,Honda,2011,90000,Petrol,Manual,2,1497,118.0,5,17.0,340000.0,36600,1425000
2864,i20 Asta,Hyundai,2015,39000,Petrol,Manual,1,1197,81.83,5,18.6,550000.0,27500,725000
2865,Vento Diesel,Volkswagen,2012,110000,Diesel,Manual,2,1598,103.6,5,20.54,365000.0,35484,1300000
2866,Endeavour 2.5L,Ford,2011,68022,Diesel,Manual,1,2499,141.0,7,13.1,586000.0,1500000,3600000
2867,EcoSport 1.5,Ford,2018,27852,Petrol,Automatic,1,1497,121.36,5,14.8,1044000.0,35924,1100000
2868,Swift VDI,Maruti,2013,58291,Diesel,Manual,1,1248,74.0,5,17.8,500000.0,39160,775000
2869,i20 Sportz,Hyundai,2011,68439,Diesel,Manual,1,1396,90.0,5,23.0,337000.0,27500,725000
2870,Innova 2.5,Toyota,2011,150000,Diesel,Manual,1,2494,100.6,8,12.99,695000.0,85000,2000000
2871,Nexon 1.5,Tata,2018,14000,Diesel,Manual,1,1497,108.5,5,21.5,990000.0,36540,1120000
2872,Figo Diesel,Ford,2012,71558,Diesel,Manual,1,1399,68.05,5,20.0,330000.0,34697,700000
2873,Panamera Diesel,Porsche,2013,48000,Diesel,Automatic,2,2967,300.0,4,17.85,5050000.0,1500000,22000000
2874,Creta 1.6,Hyundai,2015,65800,Diesel,Automatic,1,1582,126.2,5,17.01,1250000.0,38536,1500000
2875,A4 2.0,Audi,2014,53000,Diesel,Automatic,1,1968,140.0,5,16.55,2050000.0,275000,5000000
2876,XUV500 W8,Mahindra,2017,14600,Diesel,Manual,1,2179,140.0,7,16.0,1450000.0,37637,1600000
2877,MUX 4WD,Isuzu,2017,34429,Diesel,Automatic,1,2999,174.57,7,13.8,2000000.0,160000,3600000
2878,Swift Dzire,Maruti,2014,52000,Diesel,Manual,1,1248,74.0,5,23.4,525000.0,39160,850000
2879,Ciaz ZXi,Maruti,2015,25470,Petrol,Manual,1,1373,91.1,5,20.73,590000.0,32235,1030000
2880,EON Era,Hyundai,2013,22000,Petrol,Manual,1,814,55.2,5,21.1,260000.0,25000,400000
2881,E-Class 280,MercedesBenz,2007,75000,Diesel,Automatic,1,2987,198.5,5,11.0,1100000.0,600000,8000000
2882,5 Series,BMW,2011,95995,Diesel,Automatic,1,1995,177.0,5,18.48,1550000.0,500000,7200000
2883,Grand i10,Hyundai,2017,26877,Diesel,Manual,1,1186,73.97,5,24.0,575000.0,28000,725000
2884,XJ 3.0L,Jaguar,2015,26000,Diesel,Automatic,1,2993,301.73,5,14.47,7500000.0,650000,15000000
2885,Swift Ldi,Maruti,2007,140000,Diesel,Manual,2,1248,75.0,5,17.8,200000.0,39160,775000
2886,Santro Xing,Hyundai,2008,95291,Petrol,Manual,1,1086,62.1,5,17.92,229999.99999999997,26130,500000
2887,Innova 2.5,Toyota,2009,135000,Diesel,Manual,2,2494,102.0,8,12.8,819999.9999999999,85000,2000000
2888,i20 Sportz,Hyundai,2015,32000,Petrol,Manual,1,1197,81.83,5,18.6,480000.0,27500,725000
2889,E-Class 280,MercedesBenz,2008,68333,Diesel,Automatic,2,2987,198.5,5,11.0,850000.0,600000,8000000
2890,Figo Diesel,Ford,2011,72000,Diesel,Manual,1,1399,68.0,5,20.0,290000.0,34697,700000
2891,Corolla Altis,Toyota,2012,52100,Diesel,Manual,1,1364,86.79,5,21.43,650000.0,50000,1600000
2892,Grand i10,Hyundai,2018,10000,Petrol,Manual,1,1197,81.86,5,18.9,585000.0,22600,725000
2893,Compass 2.0,Jeep,2019,6261,Diesel,Manual,1,1956,170.0,5,16.3,2391000.0,53350,2570000
2894,Ignis 1.2,Maruti,2019,3906,Petrol,Automatic,1,1197,81.8,5,20.89,736000.0,25000,650000
2895,Fortuner 3.0,Toyota,2014,55960,Diesel,Manual,1,2982,171.0,7,11.5,1725000.0,180000,4500000
2896,Vento Diesel,Volkswagen,2013,144000,Diesel,Manual,1,1598,103.6,5,20.54,700000.0,35484,1300000
2897,Innova Crysta,Toyota,2017,38000,Diesel,Manual,1,2393,147.8,7,13.68,1764999.9999999998,55000,1999000
2898,Figo Diesel,Ford,2013,51000,Diesel,Manual,1,1399,68.1,5,20.0,250000.0,34697,700000
2899,Platinum Etios,Toyota,2015,150000,Diesel,Manual,1,1364,67.05,5,23.59,600000.0,25000,700000
2900,Thar DI,Mahindra,2018,2500,Diesel,Manual,1,2523,63.0,7,18.06,825000.0,60000,1600000
2901,Rover Range,Land,2018,41661,Diesel,Automatic,1,2179,187.7,5,12.7,4483000.0,300000,6800000
2902,3 Series,BMW,2011,64000,Diesel,Automatic,1,1995,181.0,5,16.07,1050000.0,450000,5500000
2903,Accent GLS,Hyundai,2008,80000,Petrol,Manual,2,1495,94.0,5,13.2,190000.0,30000,600000
2904,Celerio ZXI,Maruti,2016,30000,Petrol,Automatic,2,998,67.04,5,23.1,425000.0,27930,620000
2905,XF 2.2,Jaguar,2014,43000,Diesel,Automatic,2,2179,187.7,5,16.36,2650000.0,350000,6200000
2906,A6 2.7,Audi,2013,90000,Diesel,Automatic,2,2698,179.5,5,12.4,2250000.0,350000,6500000
2907,Micra Diesel,Nissan,2011,123880,Diesel,Manual,1,1461,63.1,5,23.08,330000.0,25000,700000
2908,Amaze S,Honda,2015,42000,Petrol,Manual,2,1198,86.7,5,18.0,430000.0,30310,889000
2909,Duster 85PS,Renault,2012,79824,Diesel,Manual,1,1461,83.8,5,19.87,525000.0,35700,1250000
2910,Innova 2.5,Toyota,2015,75000,Diesel,Manual,1,2494,100.6,8,12.99,1175000.0,85000,2000000
2911,Amaze E,Honda,2014,72411,Petrol,Manual,1,1198,86.7,5,18.0,425000.0,30310,889000
2912,New C-Class,MercedesBenz,2012,63000,Diesel,Automatic,1,2143,204.0,5,14.94,1422000.0,650000,7000000
2913,Etios Liva,Toyota,2015,53713,Petrol,Manual,1,1197,78.9,5,17.71,420000.0,25000,700000
2914,Innova Crysta,Toyota,2017,18000,Diesel,Automatic,1,2755,171.5,8,11.36,1825000.0,55000,1999000
2915,New C-Class,MercedesBenz,2013,51000,Diesel,Manual,1,2148,170.0,5,15.8,1850000.0,650000,7000000
2916,Swift VXI,Maruti,2008,86700,Petrol,Manual,2,1298,88.2,5,16.1,240000.0,39160,775000
2917,Baleno Alpha,Maruti,2016,29000,Diesel,Manual,1,1248,74.0,5,27.39,650000.0,32000,825000
2918,Santro Xing,Hyundai,2014,56000,LPG,Manual,1,1086,62.1,5,13.45,320000.0,26130,500000
2919,Celerio VXI,Maruti,2015,33000,Petrol,Automatic,1,998,67.04,5,23.1,399000.0,27930,620000
2920,Ecosport 1.5,Ford,2014,64394,Diesel,Manual,1,1498,89.84,5,22.7,545000.0,47435,1100000
2921,Manza Aura,Tata,2010,76000,Diesel,Manual,1,1248,90.0,5,18.8,270000.0,30000,600000
2922,Jazz 1.5,Honda,2016,48719,Diesel,Manual,1,1498,98.6,5,27.3,625000.0,44148,900000
2923,XUV500 W8,Mahindra,2016,59711,Diesel,Manual,1,2179,140.0,7,15.1,1328000.0,37637,1600000
2924,Micra Diesel,Nissan,2012,83000,Diesel,Manual,1,1461,63.1,5,23.08,370000.0,25000,700000
2925,New C-Class,MercedesBenz,2018,10714,Diesel,Automatic,1,2143,167.62,5,19.27,3951000.0,650000,7000000
2926,Manza Aura,Tata,2010,127510,Diesel,Manual,2,1248,90.0,5,19.0,140000.0,30000,600000
2927,Swift VDI,Maruti,2014,35010,Diesel,Manual,1,1248,74.0,5,22.9,350000.0,39160,775000
2928,Swift Dzire,Maruti,2012,75451,Petrol,Manual,1,1197,85.8,5,17.5,378000.0,39160,850000
2929,Indigo eCS,Tata,2015,83000,Diesel,Manual,1,1405,69.01,5,19.09,270000.0,30000,600000
2930,Amaze S,Honda,2013,38755,Diesel,Manual,1,1498,98.6,5,25.8,320000.0,42830,889000
2931,Swift VXI,Maruti,2016,30000,Petrol,Manual,1,1197,81.8,5,20.4,500000.0,39160,775000
2932,Ertiga ZDI,Maruti,2012,40000,Diesel,Manual,1,1248,88.8,7,20.77,700000.0,49850,1050000
2933,Grand i10,Hyundai,2014,19500,Petrol,Manual,2,1197,82.0,5,18.9,285000.0,22600,725000
2934,Micra Active,Nissan,2016,41000,Petrol,Manual,1,1198,67.04,5,19.69,425000.0,25000,700000
2935,Grand i10,Hyundai,2014,30000,Petrol,Manual,2,1197,82.0,5,18.9,490000.00000000006,22600,725000
2936,Compass 2.0,Jeep,2017,37000,Diesel,Manual,1,1956,170.0,5,17.1,1689999.9999999998,53350,2570000
2937,Polo Diesel,Volkswagen,2014,62000,Diesel,Manual,2,1199,73.9,5,22.07,425000.0,31360,800000
2938,Amaze S,Honda,2015,42023,Petrol,Automatic,1,1198,86.7,5,15.5,434000.0,30310,889000
